Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
-0.0059287433014748306,1.0,Travel_Rarely,0.8118287439129986,Research & Development,0.2515599993104889,-0.852624184282528,Medical,-1.5677392055783508,Female,-0.22858033125733732,-2.466281069109382,-0.07987595576998889,Healthcare Representative,-0.6791522079990153,Married,-0.382376229994992,0.01628424103431539,0.909081332508532,No,-0.04285203040678988,-0.4205510448359028,-1.5835998101148594,-0.9111480779170729,0.44483122417710874,-0.5908854593876777,-2.4944295020183236,-0.9685340002745179,-1.1784158720975106,-0.6747139520622047,-1.1516060317764978
1.4824872868925714,1.0,Travel_Rarely,1.257595836643482,Research & Development,-0.6194326864742145,1.087325035009761,Life Sciences,-1.5677392055783508,Male,-1.557630960749928,0.3730283662744333,-0.9601755516517417,Research Scientist,0.2269550253716758,Married,-0.8613430260076209,-0.5586123117780178,2.494914885342871,Yes,-0.8671692698683078,-0.4205510448359028,0.250498273192772,2.6724752173850206,0.8192396849403396,-0.5908854593876777,1.7485068535048052,0.468645484003799,-1.1784158720975106,-0.06223230360076107,0.7942744773124236
0.5256484103392559,0.0,Travel_Frequently,-0.6234433238895467,Sales,2.117972897420567,0.11735042536361656,Marketing,0.26302026407054013,Female,0.559005226960494,0.3730283662744333,1.6807232359935167,Sales Executive,-0.6791522079990153,Married,1.4267781445812073,0.08470402830728936,0.909081332508532,No,-0.3176244435606292,-0.4205510448359028,1.1675473148465876,0.2833930205169583,1.4432537862123909,-0.5908854593876777,1.7485068535048052,2.0655115776463733,-0.07214791053658234,0.5502493448606826,1.0722574071822695
0.3130175488829636,0.0,Travel_Rarely,0.7701911583282831,Sales,-0.9927152660962302,-0.852624184282528,Medical,-0.6523594707539053,Male,-0.42547672081179516,-2.466281069109382,-0.07987595576998889,Sales Executive,1.1330622587423669,Married,0.1718685944064957,-0.14113804959997536,-0.2802938321172226,Yes,1.8805548616700853,2.377832637153941,0.250498273192772,2.6724752173850206,-0.6783941581125837,-0.5908854593876777,-1.080117383510614,-0.4894741721817456,-0.3487149009268144,-0.6747139520622047,-0.5956401720368059
1.907749009805156,1.0,Travel_Rarely,-0.20706746804239193,Research & Development,-0.8682877395555583,0.11735042536361656,Medical,1.1783999988949856,Male,0.6082293243491086,0.3730283662744333,2.5610228318752695,Manager,-1.5852594413697065,Married,2.7366985616554698,0.9839557967186797,0.909081332508532,Yes,-0.5923968567144685,-0.4205510448359028,1.1675473148465876,0.2833930205169583,1.5680566064668013,-0.5908854593876777,0.33419473499709557,-0.32978756281748817,-0.6252818913170465,-0.3684731278314829,-0.039674312297114094
-0.11224417402962099,0.0,Travel_Frequently,-0.42750174466735624,Research & Development,1.1225526850951923,-1.8225987939286725,Medical,-0.6523594707539053,Female,0.3621088374060362,0.3730283662744333,-0.9601755516517417,Laboratory Technician,1.1330622587423669,Single,-0.9250398192597321,-0.9317982469245917,-0.6767522203258074,No,-0.5923968567144685,-0.4205510448359028,-1.5835998101148594,-0.9111480779170729,-0.4287885176037632,-0.5908854593876777,0.33419473499709557,0.14927226527528414,-0.9018488817072785,-0.3684731278314829,0.7942744773124236
-0.5375058969422056,0.0,Travel_Rarely,0.5105685658588808,Research & Development,-0.7438602130148864,-0.852624184282528,Life Sciences,0.26302026407054013,Female,-1.3115104738068555,0.3730283662744333,0.8004236401117639,Research Director,1.1330622587423669,Single,0.9374709600536253,0.724755523771687,0.11616455609136225,No,-0.04285203040678988,-0.4205510448359028,1.1675473148465876,-0.9111480779170729,-0.17918287709494263,2.481138206618037,0.33419473499709557,-0.010414344088973286,0.7575530606341138,1.468971817552848,0.7942744773124236
-1.2817139120392287,0.0,Travel_Rarely,-0.5548637711617801,Sales,-0.6194326864742145,-1.8225987939286725,Marketing,0.26302026407054013,Male,1.0512462008466388,-1.0466263514174743,-0.07987595576998889,Sales Executive,-1.5852594413697065,Married,-0.49012307832080354,0.551718758863481,-0.6767522203258074,No,-0.8671692698683078,-0.4205510448359028,-1.5835998101148594,-0.9111480779170729,-0.803196978366994,-1.3588913758891064,1.7485068535048052,-0.32978756281748817,-0.6252818913170465,-0.6747139520622047,-0.31765724216696
-1.8132910656799595,1.0,Travel_Rarely,-1.666832233247711,Research & Development,-0.6194326864742145,0.11735042536361656,Technical Degree,-1.5677392055783508,Male,0.9035739086807953,0.3730283662744333,-0.9601755516517417,Laboratory Technician,-1.5852594413697065,Single,-0.7554574476145008,-0.1787547376234984,-0.6767522203258074,No,1.0562376222085674,-0.4205510448359028,-0.6665507684610437,-0.9111480779170729,-1.3024082593846351,-0.5908854593876777,0.33419473499709557,-0.9685340002745179,-1.1784158720975106,-0.6747139520622047,-1.1516060317764978
0.5256484103392559,0.0,Travel_Rarely,0.0011204598811854665,Research & Development,1.7446903177985518,2.0572996446559055,Life Sciences,-1.5677392055783508,Female,-1.0653899868637833,0.3730283662744333,1.6807232359935167,Research Director,1.1330622587423669,Single,1.9369729139089946,0.23190593578047197,-0.2802938321172226,No,-0.3176244435606292,-0.4205510448359028,-0.6665507684610437,-0.9111480779170729,0.569634044431519,-0.5908854593876777,0.33419473499709557,-0.9685340002745179,-1.1784158720975106,-0.6747139520622047,-1.1516060317764978
